Product,Url,uniqueName,Description,Price
APEX BLADE TRI TOP,http://www.champ-sys.com.au/retail/apex-blade-tri-top.html,apex-blade-tri-top,"The Apex Blade Tri Top is designed for triathletes who want more coverage on their upper body.  Cut in a sleeveless design, the upper is made of our exclusive CS Hydrodry fabric and features a concealed zipper and covered rear pockets. Great for long distance triathletes.  Available in men&#x2019;s and women&#x2019;s cut.<br><br>Features:<br><br>    CS Hydrodry fabric: dry feel, water repellent stretch fabric designed specifically for Champion System. Hydrodry is the first fabric of its kind to have sublimation printing capabilities.<br>    Elite fit<br>    Covered rear pockets<br>    Flatlock stitching<br>    Wider shoulders <br>",$130.00
MINT Jersey,http://www.champ-sys.com.au/retail/mint.html,mint,"<p><strong>PERFORMANCE &#x2013; The Go To</strong> <br>The Performance collection is &#x201C;the go to&#x201D; collection when you are not sure what your day will bring. This range is hand crafted from a selection of premium fabrics providing all round function, whether you are training, racing or simply on the local coffee run <strong><br><br>MINT Performance Pro Short Sleeve Jersey</strong> This will be your favorite ride jersey - the one you keep for that special weekly hit out with the bunch or for training for your upcoming race. The Pro jersey performs in all conditions, no matter what the road throws at you <strong><br>Features:</strong> <br>- Constructed with three fabrics, each located for a specific performance purpose.<br>o Front &amp; Rear panels: Tech premium all round fabric with advanced wicking properties and 50+ permanent UV protection. <br>o Side Panel: Tech Mesh four-way stretch fabric that moves with you. <br>o Shoulder: Lycra molds perfectly to the shape of the shoulders and arms providing a very close fit. <br>- Three rear storage pockets with slash side pockets for easy access whilst on the bike. <br>- Reinforced pocket anchor to ensure maximum storage capacity. <br>- Zippered water resistant gear pocket with a reflective strip. <br>- Lower and upper zipper garage. <br>- Silicone rear hem keeps jersey in correct position whilst riding. <br>- Soft feel, tapered collar allowing for ideal comfort. <br>- Full zipper, adapt to all conditions. <br>- Partial flatlock seams allowing additional aesthetic appeal. <br>- Traditional Champion System fit <br>- Men&apos;s and Women&apos;s cuts available <br><em>*Each item from the Champion System Ready to Ride range is hand crafted once you place your order. Lead time will be approximately 3 weeks from order date.</em></p>",$129.00
ELITE TRI SUIT,http://www.champ-sys.com.au/retail/elite-tri-suit.html,elite-tri-suit,"The epitome of triathlon performance. The Elite Tri Suit has been worn by world champions and olympic medallists alike. One of the fastest, highest performance tri suits available. Our CS Hydrodry fabric provides unrivaled fit and comfort by using optimal compression throughout the suit.<br><p><br><br>* Our ELITE range of products are designed specifically to be a close, tight fit for optimal triathlon performance. There is very limited room to move in these suits. We HIGHLY recommend you try on a suit before purchasing to ensure the ELITE line is suitable for you.<br></p><p><br><b>Features</b></p><br>- CS HYDRODRY fabric. 81% Polyester, 19% Spandex, 155g/m2 weight.<p></p><br>- Quick dry, water repellent.<p></p><br>- FULLY Printable design.<p></p><br>- NO CHAMOIS. .<p></p><br>- APEX compressed injection grip system.<p></p><br>- Exposed flatlock stitching.<p></p><br>- Anatomic panels.<p></p><br>- Full length REAR ZIP.<p></p><br>- Available in Men&#x2019;s and Womens&#x2019; cuts.<p></p>",$299.00
PERFORMANCE BLADE TRI SHORTS,http://www.champ-sys.com.au/retail/performance-blade-tri-shorts.html,performance-blade-tri-shorts,"The Performance Blade Tri Short features side pockets designed to store energy bars or gels.  The short uses our tri short design with flatlock stitching, our exclusive Italian SCT (Seamless Comfort Technology) tri specific pad and an elastic waist. Available in men&apos;s and women&apos;s specific cuts.<br><br>Features:<br><br>    CS Hydrodry pre-dyed fabric: dry feel, water repellent stretch fabric designed specifically for Champion System. Available in our pre-dyed colors.<br>    Flatlock stitching<br>    Covered side pockets<br>    Dual layer rear panel<br>",$105.00
LONG SLEEVE CYCLING SPEEDSUIT,http://www.champ-sys.com.au/retail/long-sleeve-cycling-speedsuit.html,long-sleeve-cycling-speedsuit,"Have you noticed the pro riders wearing special skinsuits in time trials? We have and now we make the same style skinsuit. Made from a special wind tunnel-tested dimple fabric developed by the Swiss company Eschler, the CS Speed Suit is a must for any serious time trial or track rider.<br><p><br>* This suit is designed specifically for the elite rider. It is designed to be worn on the bike - it is hard to put on and it is tight. </p><p>                    </p>",$340.00
NEWCOOL Jersey,http://www.champ-sys.com.au/retail/signalssj-30617.html,signalssj-30617,"<p><strong>PERFORMANCE &#x2013; The Go To</strong> <br>The Performance collection is &#x201C;the go to&#x201D; collection when you are not sure what your day will bring. This range is hand crafted from a selection of premium fabrics providing all round function, whether you are training, racing or simply on the local coffee run <strong><br><br>NEWCOOL Performance Pro Short Sleeve Jersey</strong> This will be your favorite ride jersey - the one you keep for that special weekly hit out with the bunch or for training for your upcoming race. The Pro jersey performs in all conditions, no matter what the road throws at you <strong><br>Features:</strong> <br>- Constructed with three fabrics, each located for a specific performance purpose.<br>o Front &amp; Rear panels: Tech premium all round fabric with advanced wicking properties and 50+ permanent UV protection. <br>o Side Panel: Tech Mesh four-way stretch fabric that moves with you. <br>o Shoulder: Lycra molds perfectly to the shape of the shoulders and arms providing a very close fit. <br>- Three rear storage pockets with slash side pockets for easy access whilst on the bike. <br>- Reinforced pocket anchor to ensure maximum storage capacity. <br>- Zippered water resistant gear pocket with a reflective strip. <br>- Lower and upper zipper garage. <br>- Silicone rear hem keeps jersey in correct position whilst riding. <br>- Soft feel, tapered collar allowing for ideal comfort. <br>- Full zipper, adapt to all conditions. <br>- Partial flatlock seams allowing additional aesthetic appeal. <br>- Traditional Champion System fit <br>- Men&apos;s and Women&apos;s cuts available  <br><em>*Each item from the Champion System Ready to Ride range is hand crafted once you place your order. Lead time will be approximately 3 weeks from order date.</em></p>",$129.00
PERFORMANCE CLASSIC TRI SUIT,http://www.champ-sys.com.au/retail/performance-classic-tri-suit.html,performance-classic-tri-suit,"Our Performance Classic Tri Suit features Tri Specific fabric, including a Hydro Dry pre dyed section for anatomic fit and high comfort levels.<br><br>- Tri specific lightweight chamois<br>- Silicone dotted gripper<br>- Multi panel construction for better fit<br>- Front zip for easy entry<br>- Male, Female and Child specific cut and sizing",$155.00
COMIC Jersey,http://www.champ-sys.com.au/retail/comicssj.html,comicssj,"<p><strong>APEX &#x2013; The Epitome </strong> <br>The Apex collection accepts no compromises, it&#x2019;s simply the best. Hand crafted only with the highest quality premium technical fabrics featuring market leading construction techniques. As the name represents, this collection is the epitome of performance sports apparel. Apex is specifically designed for the discerning, detail oriented athlete, who&#x2019;s looking to leave no stone unturned in their quest for top results. Featuring clean, fashionable style lines, tailored specifically for a close fit, the Apex collection is optimized for performance and function <strong><br><br>Features:</strong><br>- New anatomic, close fit cut. This jersey is designed to be a very close, body hugging fit. <br>- Constructed with two high end premium Italian fabrics, each located for a specific performance purpose. <br>  o Front, Rear, Shoulder &amp; Sleeves: Elite Fabric, a soft, lightweight fabric with a high lycra content allowing a perfect fit and heightened levels of comfort <br>  o Underarm, collar &amp; Side panels: Dimple Lite, a breathable tensile lightweight fabric, with high stretch, allowing a close tight fit across the body. <br>- Three rear storage pockets with slash side pockets for easy access whilst on the bike. <br>- Reinforced pocket anchor to ensure maximum storage capacity. <br>- Zippered water resistant gear pocket with a highly reflective durable strip.<br> - Wide band silicon injected front hem provides incredible support to hold the jersey firmly in place, a key factor in overall jersey comfort. <br>- Lower and upper zipper garage to provide minimal irritation in any conditions. <br>- Silicone rear hem keeps jersey in correct position whilst riding. <br>- Soft feel, tapered collar allowing for ideal comfort. <br>- A full zipper - adapt to all conditions. <br>- Men&apos;s and Women&apos;s cuts available <br>- XS-2XL size range <br><br><em>*Each item from the Champion System Ready to Ride range is hand crafted once you place your order. Lead time will be approximately 3 weeks from order date.</em></p><br><p><a href='SIZING%20INFORMATION' target='_blank'>SIZING INFORMATION</a></p>",$179.00
NEWCOOL Bib Shorts,http://www.champ-sys.com.au/retail/newcoolbs.html,newcoolbs,"<p><strong>PERFORMANCE &#x2013; The Go To<br></strong>The Performance collection is &#x201C;the go to&#x201D; collection when you are not sure what your day will bring. This range is hand crafted from a selection of premium fabrics providing all round function, whether you are training, racing or simply on the local coffee run. <strong><br><br>Features:</strong> <br>- Constructed entirely from our premium CS Contour fabric to ensure maximum compression which leads to optimal comfort. The Performance bib short provides a close yet traditional fit. <br>o Contour Lycra <br>&#xF0A7; High compression lycra material &#x2013; a critical requirement for a performance bib short ensuring fit and function <br>&#xF0A7; 83% Polyester, 17% Spandex fabric blend, 360 g/y fabric weight <br>- Lightweight and breathable bib assembly <br>o Made from Dimple Lite&#x2013; extremely lightweight and highly breathable<br> - Radio/ipod pocket for storage<br> - Flatlock exposed stitch in key areas <br>- Double layered rear panel, providing increased structure and durability <br>- Fabric injection gripper, ensuring low irritation cuffs that stay in place in all conditions <br> - Additional leg length option available in Men&apos;s cut<br>- Men&apos;s and Women&apos;s cuts available<br>- Choice of Granfondo, Veloce or Donna Forte, Italian chamois options <br><br><em>*Each item from the Champion System Ready to Ride range is hand crafted once you place your order. Lead time will be approximately 3 weeks from order date.</em></p><br>",$149.00
PERFORMANCE BLADE TRI SUIT,http://www.champ-sys.com.au/retail/performance-blade-tri-suit.html,performance-blade-tri-suit,"An all new garment completely redesigned to cater for the needs of any triathlete. Contoured panels with exposed flatlock stitching provide additional fit and comfort, whilst covered rear pockets allow for easy access to your nutrition.<br><br>CS CONTOUR LYCRA 83% Polyester, 17% Spandex blend, with a 360g/y weight.<br>CS HYDRODRY Pre dyed fabric area.<br>PERFORMANCE Triathlon Specific chamois.<br>Exposed flatlock stitching.<br>2 covered rear pockets.<br>Anatomic panels.<br>Silicone dot gripper.<br>REAR YKK Zipper.",$220.00
SIGNAL Bib Shorts,http://www.champ-sys.com.au/retail/signalbs.html,signalbs,"<p><strong>PERFORMANCE &#x2013; The Go To<br></strong>The Performance collection is &#x201C;the go to&#x201D; collection when you are not sure what your day will bring. This range is hand crafted from a selection of premium fabrics providing all round function, whether you are training, racing or simply on the local coffee run. <strong><br><br>Features:</strong> <br>- Constructed entirely from our premium CS Contour fabric to ensure maximum compression which leads to optimal comfort. The Performance bib short provides a close yet traditional fit. <br>o Contour Lycra <br>&#xF0A7; High compression lycra material &#x2013; a critical requirement for a performance bib short ensuring fit and function <br>&#xF0A7; 83% Polyester, 17% Spandex fabric blend, 360 g/y fabric weight <br>- Lightweight and breathable bib assembly <br>o Made from Dimple Lite&#x2013; extremely lightweight and highly breathable<br> - Radio/ipod pocket for storage<br> - Flatlock exposed stitch in key areas <br>- Double layered rear panel, providing increased structure and durability <br>- Fabric injection gripper, ensuring low irritation cuffs that stay in place in all conditions <br> - Additional leg length option available in Men&apos;s cut<br>- Men&apos;s and Women&apos;s cuts available<br>- Choice of Granfondo, Veloce or Donna Forte, Italian chamois options <br><br><em>*Each item from the Champion System Ready to Ride range is hand crafted once you place your order. Lead time will be approximately 3 weeks from order date.</em></p><br>",$149.00
APEX LINK TRI SHORT,http://www.champ-sys.com.au/retail/apex-link-tri-short.html,apex-link-tri-short,"Featuring contoured, body-forming panels, flatlock stitching, and our upgraded Elite tri-specific pad, the Apex Link Tri Short is based on our classic design which has been worn by thousands of triathletes around the world, from age-groupers to Olympians. Available in men&apos;s and women&apos;s cuts.<br><br>Features:<br><br>-CS Hydrodry fabric: dry feel, water repellent stretch fabric designed specifically for Champion System. Hydrodry is the first fabric of its kind to have sublimation printing   capabilities.<br>- Elite fit<br>- Flatlock stitching<br>- Dual layer rear panel",$115.00
CRUZ Jersey,http://www.champ-sys.com.au/retail/cruzssj.html,cruzssj,"<p><strong>APEX &#x2013; The Epitome </strong> <br>The Apex collection accepts no compromises, it&#x2019;s simply the best. Hand crafted only with the highest quality premium technical fabrics featuring market leading construction techniques. As the name represents, this collection is the epitome of performance sports apparel. Apex is specifically designed for the discerning, detail oriented athlete, who&#x2019;s looking to leave no stone unturned in their quest for top results. Featuring clean, fashionable style lines, tailored specifically for a close fit, the Apex collection is optimized for performance and function <strong><br><br>Features:</strong><br>- New anatomic, close fit cut. This jersey is designed to be a very close, body hugging fit. <br>- Constructed with two high end premium Italian fabrics, each located for a specific performance purpose. <br>o Front, Rear, Shoulder &amp; Sleeves: Elite Fabric, a soft, lightweight fabric with a high lycra content allowing a perfect fit and heightened levels of comfort <br>o Underarm, collar &amp; Side panels: Dimple Lite, a breathable tensile lightweight fabric, with high stretch, allowing a close tight fit across the body. <br>- Three rear storage pockets with slash side pockets for easy access whilst on the bike. <br>- Reinforced pocket anchor to ensure maximum storage capacity. <br>- Zippered water resistant gear pocket with a highly reflective durable strip.<br> - Wide band silicon injected front hem provides incredible support to hold the jersey firmly in place, a key factor in overall jersey comfort. <br>- Lower and upper zipper garage to provide minimal irritation in any conditions.<br> - Silicone rear hem keeps jersey in correct position whilst riding. <br>- Soft feel, tapered collar allowing for ideal comfort. <br>- A full zipper - adapt to all conditions. <br>- Men&apos;s and Women&apos;s cuts available <br>- XS-2XL size range <br><br><em>*Each item from the Champion System Ready to Ride range is hand crafted once you place your order. Lead time will be approximately 3 weeks from order date.</em></p><br><p><a href='SIZING%20INFORMATION' target='_blank'>SIZING INFORMATION</a></p>",$179.00
Intermediate Gloves,http://www.champ-sys.com.au/retail/intermediate-gloves.html,intermediate-gloves,"<p>The CS Intermediate Winter glove is a very close fitting minimalist glove offering excellent cold weather protection whilst still offering a full range of movement. Made from a lightweight fleece fabric with wind proof properties, these gloves offer premium protection in more temperate conditions.</p><br><ul><br><li>This item is not fully custom. A small section on the top of the hand will carry the team logo</li><br><li>Rest of the glove is in black colour</li><br><li>Wind resistant cold weather fleece</li><br><li>Features hydrostatic cover on finger tip to enable operation of smart phones with gloves still on</li><br><li>Numerous silicone style grip areas for ideal control</li><br></ul><br><p>&#xA0;</p><br><p>Watch our video to see how well these gloves work with smart phones and cycling computers.</p><br><p><iframe src='http://www.youtube.com/embed/QwRMeLdJ24U' frameborder='0' width='425' height='350'></iframe></p>",$49.00
Performance Link Tri Top,http://www.champ-sys.com.au/retail/performance-link-tri-top.html,performance-link-tri-top,"The Performance Link tri top is based on our classic design which has been worn to victories in tri events around the world and offers a superb fit and classic styling. Available in men&apos;s and women&apos;s cuts.",$90.00
AUS - Stripes Bib Short,http://www.champ-sys.com.au/retail/augfssjsqaure-30664.html,augfssjsqaure-30664,"<p>Wear the Australian colours with pride !</p><br><p><strong><span style='color: #ff6600;'>APEX BIB SHORT</span></strong></p><br><p class='body'><span>The Apex Bib Short is specifically designed for the discerning, detail oriented athlete, who&#x2019;s looking to leave no stone unturned in their quest for top results.</span></p><br><p class='body'><span>Constructed with two fabrics used in specific areas to ensure maximum compression which leads to optimal comfort. The Apex Bib Short is a very close, tight fitting bib short.</span></p><br><p class='body'><strong><span style='text-decoration: underline;'><span>Features:</span></span></strong></p><br><p class='body'><b><span>Carbon Fabric:<span class='apple-converted-space'>&#xA0;</span></span></b><span>used on the leg gripper so as to provide firm compression for the thigh area&#xA0;ensuring muscles remain in a stable position</span></p><br><p class='body'><span>A thin strip placed above the rear panel just under the bib assembly, that provides the bib short with stability across the back of&#xA0;the bib.</span></p><br><p class='body'><span>CS Carbon fabric contains thermoregulating properties, to keep muscles at optimum temperature for performance.</span></p><br><p class='body'><b><span>Contour Lycra:<span class='apple-converted-space'>&#xA0;</span></span></b><span>high compression lycra material &#x2013; a critical requirement for a performance bib short ensuring fit and function;&#xA0;83% Polyester, 17% Spandex fabric blend;&#xA0;360 g/y fabric weight; used on side panels and rear panel</span></p><br><p class='body'><span>Lightweight and breathable bib assembly made from<span class='apple-converted-space'>&#xA0;</span><strong>Agile</strong></span></p><br><p class='body'><span>Exposed flatlock stitching in key areas</span></p><br><p class='body'><span>Radio/ipod pocket for storage</span></p><br><p class='body'><span>Double layered rear panel, providing increased structure and durability</span></p><br><p class='body'><span>Fabric injection gripper, ensuring low irritation cuffs that stay in place in all conditions</span></p><br><p>&#xA0;</p><br><p><strong><span style='color: #ff6600;'>PERFORMANCE BIB SHORT</span></strong></p><br><p><span>Engineered specifically for performance, the Performance Bib Short provides something for every athlete.</span></p><br><p class='body'><strong><span style='text-decoration: underline;'><span>Features</span></span></strong><span>:</span></p><br><p class='body'><span>Constructed entirely from our premium CS Contour fabric to ensure maximum compression which leads to optimal comfort. The Performance Bib Short provides a close yet traditional fit.</span></p><br><p class='body'><b><span>Contour</span></b><span class='apple-converted-space'><span>&#xA0;</span></span><strong><span>Lycra</span></strong><span>: high compression lycra material &#x2013; a critical requirement for a performance bib short ensuring fit and function;&#xA0;83% Polyester, 17% Spandex fabric blend, 360 g/y fabric weight</span></p><br><p class='body'><span>Lightweight and breathable bib assembly&#xA0;from <strong>Tech Mesh</strong><b><br></b></span></p><br><p class='body'><span>Radio/ipod pocket for storage</span></p><br><p class='body'><span>Flatlock exposed stitch in key areas</span></p><br><p class='body'><span>Double layered rear panel, providing increased structure and durability</span></p><br><p class='body'><span>Fabric injection gripper, ensuring low irritation cuffs that stay in place in all conditions</span></p>",$149.00
AUS - Stripes Jersey,http://www.champ-sys.com.au/retail/augfssjsqaure-30662.html,augfssjsqaure-30662,"<p>Wear the Australian colours with pride ! WHITE and BLACK Design option available.</p><br><p style='text-align: left;'><strong><span style='color: #ff6600;'>APEX PRO JERSEY</span></strong></p><br><p>The Apex Pro Jersey is specifically designed for the discerning, detail oriented athlete, who&#x2019;s looking to leave no stone unturned in their quest for top results.<strong><br></strong></p><br><p class='body'><strong><span style='text-decoration: underline;'><span>Features:</span></span></strong></p><br><p class='body'><span>New anatomic, close fit cut. This jersey is designed to be a very close, body hugging fit.</span></p><br><p class='body'><span>Constructed with two high end premium Italian fabrics, each located for a specific performance purpose.</span></p><br><p class='body'><span>Front, Rear, Shoulder &amp; Sleeves:<span class='apple-converted-space'>&#xA0;</span><b>Elite Fabric</b>, a soft, lightweight fabric with a high lycra content allowing a perfect fit and heightened levels of comfort</span></p><br><p class='body'><span>Underarm, collar &amp; Side panels:<span class='apple-converted-space'>&#xA0;</span><b>Dimple Lite</b>, a breathable tensile lightweight fabric, with high stretch, allowing a close tight fit across the body.</span></p><br><p class='body'><span>Three rear storage pockets with slash side pockets for easy access whilst on the bike.</span></p><br><p class='body'><span>Zippered water resistant gear pocket with a highly reflective durable strip.</span></p><br><p class='body'><span>Wide band silicon injected hem provides incredible support to hold the jersey firmly in place.</span></p><br><p class='body'>&#xA0;</p><br><p class='body' style='text-align: left;'><strong><span style='color: #ff6600;'>PERFORMANCE PRO JERSEY</span></strong></p><br><p><span>Engineered specifically for performance, this jersey provides something for every athlete.</span></p><br><p><strong><span>Features:</span></strong></p><br><p><span>Constructed with three fabrics, each located for a specific performance purpose.</span></p><br><p><span>Front &amp; Rear panels:<span class='apple-converted-space'>&#xA0;</span><strong>Tech premium</strong><span class='apple-converted-space'>&#xA0;</span>all round fabric with advanced wicking properties and 50+ permanent UV protection.</span></p><br><p><span>Side Panels:<span class='apple-converted-space'>&#xA0;</span><strong>Tech Mesh</strong><span class='apple-converted-space'>&#xA0;</span>four-way stretch fabric that moves with you.</span></p><br><p><span>Shoulder:<span class='apple-converted-space'><b>&#xA0;</b></span><strong>Lycra</strong><span class='apple-converted-space'>&#xA0;</span>molds perfectly to the shape of the shoulders and arms providing a very close fit.</span></p><br><p><span>Three rear storage pockets with slash side pockets for easy access whilst on the bike.</span></p><br><p>Zippered water resistant gear pocket with a highly reflective durable strip.</p><br><p>Silicone rear hem keeps jersey in correct position whilst riding.</p>",$129.00
AUS - Squares Bib Short,http://www.champ-sys.com.au/retail/augfssjsqaure-30663.html,augfssjsqaure-30663,"<p>Wear the Australian colours with pride !</p><br><p style='text-align: left;'><strong><span style='color: #ff6600;'>APEX BIB SHORT</span></strong></p><br><p class='body'><span>The Apex Bib Short is specifically designed for the discerning, detail oriented athlete, who&#x2019;s looking to leave no stone unturned in their quest for top results.</span></p><br><p class='body'><span>Constructed with two fabrics used in specific areas to ensure maximum compression which leads to optimal comfort. The Apex Bib Short is a very close, tight fitting bib short.</span></p><br><p class='body'><strong><span style='text-decoration: underline;'><span>Features:</span></span></strong></p><br><p class='body'><b><span>Carbon Fabric:<span class='apple-converted-space'>&#xA0;</span></span></b><span>used on the leg gripper so as to provide firm compression for the thigh area&#xA0;ensuring muscles remain in a stable position</span></p><br><p class='body'><span>A thin strip placed above the rear panel just under the bib assembly, that provides the bib short with stability across the back of&#xA0;the bib.</span></p><br><p class='body'><span>CS Carbon fabric contains thermoregulating properties, to keep muscles at optimum temperature for performance.</span></p><br><p class='body'><b><span>Contour Lycra:<span class='apple-converted-space'>&#xA0;</span></span></b><span>high compression lycra material &#x2013; a critical requirement for a performance bib short ensuring fit and function;&#xA0;83% Polyester, 17% Spandex fabric blend;&#xA0;360 g/y fabric weight; used on side panels and rear panel</span></p><br><p class='body'><span>Lightweight and breathable bib assembly made from<span class='apple-converted-space'>&#xA0;</span><strong>Agile</strong></span></p><br><p class='body'><span>Exposed flatlock stitching in key areas</span></p><br><p class='body'><span>Radio/ipod pocket for storage</span></p><br><p class='body'><span>Double layered rear panel, providing increased structure and durability</span></p><br><p class='body'><span>Fabric injection gripper, ensuring low irritation cuffs that stay in place in all conditions</span></p><br><p>&#xA0;</p><br><p style='text-align: left;'><strong><span style='color: #ff6600;'>PERFORMANCE BIB SHORT</span></strong></p><br><p><span>Engineered specifically for performance, the Performance Bib Short provides something for every athlete.</span></p><br><p class='body'><strong><span style='text-decoration: underline;'><span>Features</span></span></strong><span>:</span></p><br><p class='body'><span>Constructed entirely from our premium CS Contour fabric to ensure maximum compression which leads to optimal comfort. The Performance Bib Short provides a close yet traditional fit.</span></p><br><p class='body'><b><span>Contour</span></b><span class='apple-converted-space'><span>&#xA0;</span></span><strong><span>Lycra</span></strong><span>: high compression lycra material &#x2013; a critical requirement for a performance bib short ensuring fit and function;&#xA0;83% Polyester, 17% Spandex fabric blend, 360 g/y fabric weight</span></p><br><p class='body'><span>Lightweight and breathable bib assembly&#xA0;from <strong>Tech Mesh</strong><b><br></b></span></p><br><p class='body'><span>Radio/ipod pocket for storage</span></p><br><p class='body'><span>Flatlock exposed stitch in key areas</span></p><br><p class='body'><span>Double layered rear panel, providing increased structure and durability</span></p><br><p class='body'><span>Fabric injection gripper, ensuring low irritation cuffs that stay in place in all conditions</span></p>",$149.00
AUS - Squares Jersey,http://www.champ-sys.com.au/retail/augfssjsqaure.html,augfssjsqaure,"<p>Wear the Australian colours with pride! WHITE and BLACK Design option available.</p><br><p style='text-align: left;'><strong><span style='color: #ff6600;'>APEX PRO JERSEY</span></strong></p><br><p>The Apex Pro Jersey is specifically designed for the discerning, detail oriented athlete, who&#x2019;s looking to leave no stone unturned in their quest for top results.<strong><br></strong></p><br><p class='body'><strong><span style='text-decoration: underline;'><span>Features:</span></span></strong></p><br><p class='body'><span>New anatomic, close fit cut. This jersey is designed to be a very close, body hugging fit.</span></p><br><p class='body'><span>Constructed with two high end premium Italian fabrics, each located for a specific performance purpose.</span></p><br><p class='body'><span>Front, Rear, Shoulder &amp; Sleeves:<span class='apple-converted-space'>&#xA0;</span><b>Elite Fabric</b>, a soft, lightweight fabric with a high lycra content allowing a perfect fit and heightened levels of comfort</span></p><br><p class='body'><span>Underarm, collar &amp; Side panels:<span class='apple-converted-space'>&#xA0;</span><b>Dimple Lite</b>, a breathable tensile lightweight fabric, with high stretch, allowing a close tight fit across the body.</span></p><br><p class='body'><span>Three rear storage pockets with slash side pockets for easy access whilst on the bike.</span></p><br><p class='body'><span>Zippered water resistant gear pocket with a highly reflective durable strip.</span></p><br><p class='body'><span>Wide band silicon injected hem provides incredible support to hold the jersey firmly in place.</span></p><br><p class='body'>&#xA0;</p><br><p class='body' style='text-align: left;'><strong><span style='color: #ff6600;'>PERFORMANCE PRO JERSEY</span></strong></p><br><p><span>Engineered specifically for performance, this jersey provides something for every athlete.</span></p><br><p><strong><span>Features:</span></strong></p><br><p><span>Constructed with three fabrics, each located for a specific performance purpose.</span></p><br><p><span>Front &amp; Rear panels:<span class='apple-converted-space'>&#xA0;</span><strong>Tech premium</strong><span class='apple-converted-space'>&#xA0;</span>all round fabric with advanced wicking properties and 50+ permanent UV protection.</span></p><br><p><span>Side Panels:<span class='apple-converted-space'>&#xA0;</span><strong>Tech Mesh</strong><span class='apple-converted-space'>&#xA0;</span>four-way stretch fabric that moves with you.</span></p><br><p><span>Shoulder:<span class='apple-converted-space'><b>&#xA0;</b></span><strong>Lycra</strong><span class='apple-converted-space'>&#xA0;</span>molds perfectly to the shape of the shoulders and arms providing a very close fit.</span></p><br><p><span>Three rear storage pockets with slash side pockets for easy access whilst on the bike.</span></p><br><p>Zippered water resistant gear pocket with a highly reflective durable strip.</p><br><p>Silicone rear hem keeps jersey in correct position whilst riding.</p>",$129.00
